domain,category,other_category,company_size,email_provider,website,confidence
annellotys.org,Other,Non-profit,1 to 5,No,unreachable,75
whizzhr.com,Professional Services,,5 to 20,No,much_info,95
incerro.ai,Technology and Software Development,,20 to 50,No,much_info,95
apzzo.com,Technology and Software Development,,50 to 100,No,much_info,95
otec.ph,Manufacturing and Industrial,,5 to 20,No,much_info,95
particular.net,Technology and Software Development,,50 to 100,No,much_info,95
acgcoo.com,Technology and Software Development,,20 to 50,No,unreachable,60
allpara.com,E-commerce and Retail,,5 to 20,No,much_info,95
aplusasuppliers.com,Manufacturing and Industrial,,5 to 20,No,unreachable,50
artworkcreators.com,Professional Services,,1 to 5,No,much_info,95
avi-equipment.com,Manufacturing and Industrial,,50 to 100,No,little_info,50
bayareatimes.com,Other,News and Media,500+,No,unreachable,95
beaconhousetechnology.com,Technology and Software Development,,50 to 100,No,much_info,95
behindclassicauto.com,E-commerce and Retail,,1 to 5,No,unreachable,40
carconnectauto-sales.com,E-commerce and Retail,,1 to 5,No,unreachable,95
carconnectautosales.com,E-commerce and Retail,,1 to 5,No,unreachable,40
classiccarshop-sales.com,E-commerce and Retail,,1 to 5,No,unreachable,75
classicexoticmotors.com,E-commerce and Retail,,5 to 20,No,unreachable,50
cnswebsolution.com,Marketing and Advertising,,50 to 100,No,much_info,95
coachandfourqualitycars.com,E-commerce and Retail,,1 to 5,No,unreachable,40
crisseyautoauctionofohio-sales.com,Other,Automotive Auctions,solo,No,no_info,30
docksclassicssales.com,E-commerce and Retail,,1 to 5,No,unreachable,60
dongguangarmentco.net,Manufacturing and Industrial,,50+,No,no_info,70
eam360.com,Technology and Software Development,,50 to 100,No,much_info,95
eirajr.live,Other,Domain Parking,solo,No,no_info,95
elloreeinternational.com,Professional Services,,1 to 5,No,little_info,60
everlinesupply.com,E-commerce and Retail,,50 to 100,No,much_info,95
evolvision.com,Technology and Software Development,,50 to 100,No,much_info,95
exclusivetradingapp.com,Financial Service,,1 to 5,No,unreachable,40
flipflops.cc,E-commerce and Retail,,20 to 50,No,much_info,95
floridapremierauto-sales.com,E-commerce and Retail,,1 to 5,No,unreachable,60
fp-automation.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
futurebytesolutionsinc.com,Technology and Software Development,,1 to 5,No,much_info,95
gloriaglobalconsultancy.com,Professional Services,,1 to 5,No,much_info,85
goatfightshop.com,E-commerce and Retail,,1 to 5,No,much_info,95
hallsauto-sales.com,E-commerce and Retail,,1 to 5,No,unreachable,95
heritageexoticautos.com,E-commerce and Retail,,1 to 5,No,unreachable,60
iha-voip.com,Technology and Software Development,,1 to 5,No,little_info,60
infoloop.co,Technology and Software Development,,50 to 100,No,much_info,95
ispringfilter.com,E-commerce and Retail,,50 to 100,No,much_info,95
kantulum.com,Real Estate and Property Management,Hospitality/Hotel,20 to 50,No,much_info,95
kcstractors-inc.com,Manufacturing and Industrial,,1 to 5,No,unreachable,50
kcstractorsinc.com,Manufacturing and Industrial,,5 to 20,No,unreachable,75
leftclassicauto.com,E-commerce and Retail,,1 to 5,No,unreachable,75
maisonpegasus.com,E-commerce and Retail,,1 to 5,No,much_info,95
mase-equipment.com,Manufacturing and Industrial,,5 to 20,No,unreachable,80
monstermulch.co.uk,Other,Playground Surfacing and Landscaping Supplies,1 to 5,No,much_info,95
mstreasuress.com,Other,Construction,solo,No,little_info,75
naturescraft.biz,E-commerce and Retail,,1 to 5,No,unreachable,50
northernclassicauto-sales.com,E-commerce and Retail,,1 to 5,No,unreachable,95
nyasconsultants.com,Technology and Software Development,,1 to 5,No,little_info,75
pembrokemotors.com,Technology and Software Development,,50 to 100,No,little_info,60
permaico.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
picazosauto-sales.com,E-commerce and Retail,,1 to 5,No,unreachable,75
prepbyme.com,Logistics and Transportation,,5 to 20,No,much_info,95
rightclassicauto.com,E-commerce and Retail,,1 to 5,No,unreachable,50
sdglobalservices.net,Professional Services,,1 to 5,No,little_info,50
seara-alimentosltda.com,Manufacturing and Industrial,Food Production,500+,No,unreachable,70
sgnow.in,E-commerce and Retail,,50 to 100,No,much_info,95
shopaeautos.com,E-commerce and Retail,,1 to 5,No,unreachable,50
southerngentlemensbestdeals-auto.com,E-commerce and Retail,,1 to 5,No,unreachable,10
southerngentlemensbestdealsauto.com,E-commerce and Retail,,solo,No,unreachable,10
southerngentlemensbestdealsautosales.com,E-commerce and Retail,,1 to 5,No,unreachable,50
southgeorgiaautomotive.com,E-commerce and Retail,,1 to 5,No,unreachable,60
sparnix.solutions,Technology and Software Development,,20 to 50,No,much_info,95
starinternetca.com,Technology and Software Development,,solo,No,no_info,75
starinternetservice.ca,Technology and Software Development,,solo,No,no_info,50
swhughes-transport.co.uk,Logistics and Transportation,,1 to 5,No,unreachable,75
techsysweb.com,Marketing and Advertising,,5 to 20,No,much_info,95
tegraequipmentinc.com,Manufacturing and Industrial,,5 to 20,No,unreachable,70
true-compress.com,E-commerce and Retail,,1 to 5,No,much_info,95
truxtab.com,Logistics and Transportation,,20 to 50,No,much_info,95
tzuben.co.il,Professional Services,,1 to 5,No,unreachable,30
voip2cloud.net,Technology and Software Development,,1 to 5,No,unreachable,60
wabheavyequipment.com,Manufacturing and Industrial,,20 to 50,No,unreachable,50
zenkoders.com,Technology and Software Development,,20 to 50,No,much_info,95
zohaibhassankhanllc.us,Professional Services,Pet Services,solo,No,no_info,75
me.com,Technology and Software Development,,500+,Yes,little_info,95
fusioncorp.co,Marketing and Advertising,,500+,No,much_info,95
studio67.io,Technology and Software Development,,solo,No,little_info,75
thebottledepot.co,E-commerce and Retail,,5 to 20,No,much_info,95
aperahealthgroup.com,Healthcare,,50 to 100,No,much_info,95
oaknorth.co.uk,Financial Service,,500+,No,much_info,95
boodil.com,Financial Service,,5 to 20,No,much_info,95
controlflowlabs.com,Technology and Software Development,,5 to 20,No,much_info,95
fluidconfidencesystem.com,Technology and Software Development,,1 to 5,No,unreachable,50
melbournewebdigital.com.au,Marketing and Advertising,,5 to 20,No,much_info,95
miplace.com,Technology and Software Development,,1 to 5,No,little_info,60
nanz.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
sambakker.com,Marketing and Advertising,,solo,No,much_info,95
vyblee.com,Technology and Software Development,,5 to 20,No,much_info,95
xpressflower.com,E-commerce and Retail,,50 to 100,No,much_info,95
ensofia.com,Healthcare,,50 to 100,No,much_info,95
18thcanvas.com,Professional Services,,5 to 20,No,much_info,95
exfatslob.com,Other,Entertainment,solo,No,no_info,50
icgjc.com,Other,Non-profit,5 to 20,No,unreachable,60
pipeops.io,Technology and Software Development,,5 to 20,No,much_info,95
qantler.com,Technology and Software Development,,20 to 50,No,much_info,95
zordial.com,Technology and Software Development,,20 to 50,No,much_info,95
getbeyondhealth.com,Healthcare,,1 to 5,No,unreachable,75
indiciumlegal.com,Professional Services,Pet Services,5 to 20,No,much_info,95
justthetoniccoaching.com,Professional Services,,solo,No,much_info,95
thincture.com,Technology and Software Development,,50 to 100,No,much_info,95
saraholoubek.com,Professional Services,,solo,No,little_info,75
expatbloomcamps.com,Education and e-learning,,1 to 5,No,much_info,95
gainwix.com,Technology and Software Development,,1 to 5,No,little_info,65
cec.ltd,Professional Services,,50 to 100,No,much_info,95
sgbcon.com,Professional Services,,solo,No,much_info,95
velachemical.sg,Manufacturing and Industrial,,5 to 20,No,much_info,95
konvertads.com,Marketing and Advertising,,1 to 5,No,much_info,95
optimistichealthcaresolutions.com,Professional Services,,50 to 100,No,much_info,95
secretcloak.com,Technology and Software Development,,1 to 5,No,unreachable,50
agentic.it,Professional Services,,5 to 20,No,much_info,95
looplynks.com,Technology and Software Development,,1 to 5,No,unreachable,70
mathsforce.com,Education and e-learning,,solo,No,much_info,95
foldventures.com,Technology and Software Development,,1 to 5,No,much_info,95
travelbookinghub.com,E-commerce and Retail,Travel Agency,1 to 5,No,much_info,95
crescentsofttech.com,Technology and Software Development,,50 to 100,No,much_info,95
carrickm.com,Professional Services,,solo,No,little_info,60
regroup.com,Technology and Software Development,,50 to 100,No,much_info,95
questsolutionsinc.com,Professional Services,,50 to 100,No,much_info,95
desvoeuxdigital.com,Technology and Software Development,,5 to 20,No,much_info,95
stellarmodelagency.com,Marketing and Advertising,,5 to 20,No,much_info,95
boahz.co.uk,Other,Cleaning Services,1 to 5,No,much_info,95
scottagencys.com,Marketing and Advertising,,1 to 5,No,little_info,75
stmc.ie,Education and e-learning,,50 to 100,No,much_info,95
alconost.com,Technology and Software Development,,100 to 200,No,much_info,95
goatacademy.org,Education and e-learning,,1 to 5,No,much_info,95
upscentregroup.com,Other,,solo,No,no_info,75
corrlaw.com,Professional Services,Pet Services,1 to 5,No,unreachable,70
ibuilder.com,Professional Services,,50 to 100,No,much_info,95
168groupusa.com,E-commerce and Retail,,20 to 50,No,much_info,95
phyxhk.com,Healthcare,,1 to 5,No,much_info,95
acsio.au,Technology and Software Development,,1 to 5,No,unreachable,40
kardeslercorap.com.tr,Manufacturing and Industrial,,200 to 500,No,much_info,95
puisiesai.info,Other,Domain Parking,solo,No,unreachable,95
lonca.co,E-commerce and Retail,,50 to 100,No,much_info,95
cenoa.com,Financial Service,,20 to 50,No,much_info,95
greentomatomedia.com,Technology and Software Development,,50 to 100,No,much_info,95
smartpokies.com,Other,Gambling/Online Casino,1 to 5,No,much_info,95
tradevision.io,Financial Service,,1 to 5,No,much_info,95
fuzzysequence.com,Technology and Software Development,,1 to 5,No,much_info,95
cleanventsolutions.com,Technology and Software Development,,solo,No,no_info,60
iux.com,Financial Service,,200 to 500,No,much_info,95
keplercode.com,Technology and Software Development,,50 to 100,No,much_info,95
nextat.io,Education and e-learning,,solo,No,much_info,95
thebrookebroker.com,Real Estate and Property Management,,1 to 5,No,unreachable,60
gmtdigital.com,Technology and Software Development,,50 to 100,No,unreachable,70
roxenoriginal.com,Other,Apparel and Fashion,solo,No,unreachable,45
lainsurancechica.com,Professional Services,,1 to 5,No,much_info,95
too-top.com,Professional Services,,5 to 20,No,much_info,95
leadrsglobal.com,Professional Services,,50 to 100,No,unreachable,30
handing.co,Technology and Software Development,,5 to 20,No,unreachable,60
detailx.studio,Professional Services,,5 to 20,No,much_info,95
swiftnine.com,Technology and Software Development,,50 to 100,No,much_info,95
greenoceantechnology.com,Professional Services,Business Consulting,5 to 20,No,much_info,95
aiesec.net,Other,Non-profit,500+,No,unreachable,95
expattaxes.com.au,Professional Services,,5 to 20,No,much_info,95
easybet.co.za,E-commerce and Retail,,50 to 100,No,much_info,95
runningdogmedia.com,Marketing and Advertising,,solo,No,little_info,70
vitaliscorp.com,Technology and Software Development,,100 to 200,No,much_info,95
redicecreative.com.au,Professional Services,,1 to 5,No,much_info,95
optrix.com.au,Technology and Software Development,,50 to 100,No,much_info,95
vpn.com,Technology and Software Development,,50 to 100,No,unreachable,95
plasbit.com,Technology and Software Development,,1 to 5,No,little_info,60
crownleadership.com,Professional Services,,5 to 20,No,much_info,95
smpmanagement.co.uk,Marketing and Advertising,,1 to 5,No,much_info,95
clearforgetech.com,Technology and Software Development,,5 to 20,No,unreachable,40
appsbakery.net,Technology and Software Development,,1 to 5,No,unreachable,50
firststepsupportservices.com,Healthcare,,1 to 5,No,much_info,95
derks.ca,E-commerce and Retail,,5 to 20,No,much_info,95
techmartbpo.com,Professional Services,,50 to 100,No,much_info,95
tribexmanagement.com,Marketing and Advertising,Event Management,5 to 20,No,much_info,95
firstprinciples.la,Professional Services,,1 to 5,No,much_info,95
reyes.cy,Technology and Software Development,,solo,No,little_info,60
jptfoz.org,Other,Non-profit,50 to 100,No,much_info,95
ifi.tech,Technology and Software Development,,200 to 500,No,much_info,95
andaazfashion.com,E-commerce and Retail,,50 to 100,No,unreachable,65
kloudeva.com,Technology and Software Development,,5 to 20,No,little_info,60
bluebyts.com,Technology and Software Development,,solo,No,little_info,70
fitnessgymworkout.com,Other,Beauty and Wellness,solo,No,unreachable,50
bee-logical.com,Professional Services,,solo,No,little_info,60
mokobara.com,E-commerce and Retail,,50 to 100,No,much_info,95
spaktec.com,Professional Services,,5 to 20,No,much_info,95
vanshiv.com,Technology and Software Development,,5 to 20,No,much_info,95
believant.com,Manufacturing and Industrial,,100 to 200,No,much_info,95
catalystcareerinc.com,Professional Services,,5 to 20,No,much_info,95
shubhamkmart.in,E-commerce and Retail,,1 to 5,No,unreachable,40
alignzassociates.com,Professional Services,,5 to 20,No,much_info,95
qa-fiction.com,Technology and Software Development,,5 to 20,No,much_info,95
gallagher.com,Manufacturing and Industrial,,500+,No,much_info,95
realsupps.nl,E-commerce and Retail,,1 to 5,No,much_info,95
scrift.io,Technology and Software Development,,1 to 5,No,much_info,95
accessconsciousness.com,Education and e-learning,,500+,No,much_info,95
timedoctor.com,Technology and Software Development,,200 to 500,No,much_info,95
888.studio,Technology and Software Development,,1 to 5,No,little_info,40
oshield.io,Technology and Software Development,,5 to 20,No,much_info,95
sinkihub.net,Technology and Software Development,,1 to 5,No,unreachable,50
tenarray.com,Technology and Software Development,,solo,No,no_info,40
cariguard.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
seaman-solutions.com,Professional Services,,5 to 20,No,much_info,95
annulartechnologies.com,Technology and Software Development,,50 to 100,No,much_info,95
exotic-estate.com,Real Estate and Property Management,,1 to 5,No,much_info,95
hanaset.com,Technology and Software Development,,5 to 20,No,much_info,95
digitalexce.co.uk,Technology and Software Development,,1 to 5,No,unreachable,50
arosmg.com,Professional Services,,solo,No,little_info,70
genzbots.com,Technology and Software Development,,1 to 5,No,little_info,65
thelongfortgroup.com,Financial Service,,20 to 50,No,much_info,95
bigimageexpo.com,Professional Services,"Event Management, Construction, and Interior Design",50 to 100,No,much_info,95
nmg.group,Technology and Software Development,,50 to 100,No,much_info,95
remoterecruitment.ai,Professional Services,Recruitment / Staffing,20 to 50,No,much_info,95
shamil.dev,Technology and Software Development,,solo,No,much_info,95
themerkury.com,Technology and Software Development,,1 to 5,No,unreachable,50
narcomancer.net,Other,Entertainment,solo,No,unreachable,40
johnhealy.online,Technology and Software Development,,solo,No,no_info,70
zappyhealth.com,Healthcare,,20 to 50,No,much_info,95
cloudcx.ai,Technology and Software Development,,20 to 50,No,much_info,95
digitruckdispatchers.com,Logistics and Transportation,,5 to 20,No,much_info,95
erand.co,Technology and Software Development,,5 to 20,No,much_info,95
velvic.se,Marketing and Advertising,,5 to 20,No,much_info,95
thegeconsultancy.com,Professional Services,,1 to 5,No,no_info,70
aenead.net,Technology and Software Development,,1 to 5,No,much_info,95
decadentdesignuk.com,E-commerce and Retail,,1 to 5,No,little_info,75
pierdepesoahora.com,Healthcare,,1 to 5,No,much_info,95
dresstobe.co.site,Real Estate and Property Management,,1 to 5,No,much_info,95
ubitechsolutions.com,Technology and Software Development,,50 to 100,No,much_info,95
ssr.com,Technology and Software Development,,1 to 5,No,little_info,60
ophid.co.zw,Professional Services,,5 to 20,No,little_info,65
iltk.it,Technology and Software Development,,5 to 20,No,unreachable,60
dralias.com,Technology and Software Development,,1 to 5,Yes,much_info,95
smithandarrow.com,E-commerce and Retail,,1 to 5,No,much_info,95
scnordic.com,Professional Services,,1 to 5,No,little_info,60
grandiosa-design.com,Professional Services,Interior Design,5 to 20,No,much_info,95
proteomics.com.au,Healthcare,,50 to 100,No,much_info,95
spidies.website,Technology and Software Development,,solo,No,unreachable,95
diyoyami.store,E-commerce and Retail,,1 to 5,No,much_info,95
pinnaclecode.tech,Technology and Software Development,,50 to 100,No,much_info,95
inlogic.in,Technology and Software Development,,20 to 50,No,much_info,95
tzevapainting.com,Professional Services,,1 to 5,No,much_info,95
africalegalnetwork.com,Professional Services,Pet Services,5 to 20,No,unreachable,70
cloudhire.ai,Professional Services,,50 to 100,No,much_info,95
halfur.com,Technology and Software Development,,solo,No,little_info,50
petabashop.com,E-commerce and Retail,,1 to 5,No,unreachable,50
aysose.com,E-commerce and Retail,,1 to 5,No,much_info,95
finsec.be,Professional Services,,1 to 5,No,little_info,60
outlook.ie,Technology and Software Development,,500+,Yes,much_info,95
gemmagics.com,Marketing and Advertising,,20 to 50,No,much_info,95
elysianretreat.com.au,Other,Hospitality/Tourism,5 to 20,No,much_info,95
bravoluxuryretreats.com,Real Estate and Property Management,,1 to 5,No,much_info,95
poshtransport.com,Logistics and Transportation,,50 to 100,No,unreachable,70
90kcapital.com,Financial Service,,5 to 20,No,much_info,95
thefluent.org,Education and e-learning,,1 to 5,No,unreachable,20
healthinternationalhub.com,Healthcare,,1 to 5,No,much_info,95
merriganmedia.com,Marketing and Advertising,,1 to 5,No,much_info,95
thesaasjedi.com,Professional Services,,5 to 20,No,much_info,95
globalwritershub.com,Professional Services,,5 to 20,No,much_info,95
dotekimedia.com,Technology and Software Development,,5 to 20,No,much_info,95
hupropertygroup.com.au,Real Estate and Property Management,,1 to 5,No,much_info,95
kentflatpack.co.uk,E-commerce and Retail,,1 to 5,No,unreachable,70
nsbfl.us,Professional Services,,20 to 50,No,little_info,60
telexpress.com,Technology and Software Development,,50 to 100,No,much_info,95
corporateresurgence.com,Professional Services,Non-profit / Ministry,1 to 5,No,much_info,95
hireforcerecruitment.agency,Professional Services,Recruitment / Staffing,5 to 20,No,much_info,95
angelo.be,E-commerce and Retail,,1 to 5,No,much_info,95
stringnikolic.com,Professional Services,,solo,No,much_info,95
manu.llc,Technology and Software Development,,1 to 5,No,much_info,95
memoryblock.com.au,E-commerce and Retail,,1 to 5,No,much_info,95
virseduexperts.com,Professional Services,,1 to 5,No,little_info,60
targetgrid.ai,Technology and Software Development,,5 to 20,No,much_info,95
synovaconsultants.com,Professional Services,,50 to 100,No,much_info,95
leanitcorp.com,Professional Services,,50 to 100,No,much_info,95
gehilaw.com,Professional Services,Pet Services,50 to 100,No,much_info,95
thackray.net,Professional Services,,solo,No,unreachable,50
noscrubs.io,Logistics and Transportation,,5 to 20,No,much_info,95
webenetic.com,Technology and Software Development,,50 to 100,No,much_info,95
cloudhiresolutions.com,Professional Services,,50 to 100,No,much_info,95
caresoftglobal.com,Professional Services,,200 to 500,No,much_info,95
techwizemedia.com,Marketing and Advertising,,5 to 20,No,much_info,95
rynglobal.com,Professional Services,,50 to 100,No,much_info,95
wiingy.com,Education and e-learning,,5 to 20,No,much_info,95
aavnee.com,Technology and Software Development,,1 to 5,No,little_info,65
actasolutions.net,Professional Services,,1 to 5,No,much_info,95
action-refund.net,Financial Service,,1 to 5,No,unreachable,95
advancednodefx.net,Education and e-learning,,5 to 20,No,much_info,95
advancetradingrobots.com,Technology and Software Development,,1 to 5,No,much_info,95
alphasecuritybureau.com,Professional Services,,5 to 20,No,much_info,95
americanauto4u.com,E-commerce and Retail,,1 to 5,No,unreachable,50
anzhap.com,E-commerce and Retail,,20 to 50,No,much_info,95
aussiesneakers.shop,E-commerce and Retail,,1 to 5,No,much_info,95
autocoylenissan.com,E-commerce and Retail,Automotive Services,20 to 50,No,unreachable,80
bybitcoin.live,Financial Service,,solo,No,unreachable,10
callconfident.com,Technology and Software Development,,5 to 20,No,much_info,95
carsdrivetime.com,Other,Automotive Services,solo,No,unreachable,95
cheapairticketsdeals.com,Logistics and Transportation,Travel Agency,5 to 20,No,much_info,95
chronnix.com,Education and e-learning,,5 to 20,No,much_info,95
cloud2voice.com,Technology and Software Development,,1 to 5,No,much_info,95
coinstrategy.io,Financial Service,,20 to 50,No,much_info,95
covena.ai,Technology and Software Development,,1 to 5,No,much_info,95
creativecopy.store,Marketing and Advertising,,solo,No,little_info,75
dabikmart.com,E-commerce and Retail,,1 to 5,No,unreachable,60
davewhitecredit.com,Financial Service,,solo,No,no_info,60
designswebapp.com,Marketing and Advertising,,1 to 5,No,much_info,95
dreaver.nl,E-commerce and Retail,,1 to 5,No,much_info,95
earlywilde.com,E-commerce and Retail,,1 to 5,No,much_info,95
elsecureos.com,Technology and Software Development,,solo,No,no_info,20
enoylity.com,Technology and Software Development,,solo,No,unreachable,0
equipelite.co.uk,E-commerce and Retail,,1 to 5,No,unreachable,50
esimiz.com,Technology and Software Development,,1 to 5,No,unreachable,60
flamecrafter.com,Technology and Software Development,,1 to 5,No,little_info,60
flourea.com,E-commerce and Retail,,1 to 5,No,much_info,95
forest-wood.co.uk,E-commerce and Retail,,1 to 5,No,much_info,95
futurvermogensgesellschaftmbh.com,Financial Service,,5 to 20,No,unreachable,60
fxzenith.com,Financial Service,,50 to 100,No,much_info,95
germantechnologysystemgmbh.com,Technology and Software Development,,1 to 5,No,no_info,60
golddepotx.com,Other,,solo,No,little_info,60
gonirvaan.com,Healthcare,,solo,No,much_info,95
goodcup.ph,E-commerce and Retail,,1 to 5,No,much_info,95
hanz.in,Technology and Software Development,,5 to 20,No,much_info,95
happypetcart.com,E-commerce and Retail,,1 to 5,No,much_info,95
heavenlivings.com,E-commerce and Retail,,5 to 20,No,much_info,95
hiteckeducation.com,Education and e-learning,,5 to 20,No,much_info,95
hummingbird.aero,Technology and Software Development,,5 to 20,No,unreachable,70
imagilabs.com,Education and e-learning,,20 to 50,No,much_info,95
injectify.ca,E-commerce and Retail,,1 to 5,No,much_info,95
jalanx.com,Other,,solo,No,unreachable,95
knuffelpootjes.nl,E-commerce and Retail,,1 to 5,No,much_info,95
kushtechpowersolutions.com,Manufacturing and Industrial,,1 to 5,No,much_info,95
l-intach.com,Professional Services,,1 to 5,No,unreachable,50
landprofitgenerator.com,Real Estate and Property Management,,20 to 50,No,much_info,95
laso.finance,Financial Service,,1 to 5,No,little_info,70
ldggimmobiliengmbh.com,Real Estate and Property Management,,1 to 5,No,no_info,50
lightgreenauto.com,Other,Automotive,solo,No,unreachable,40
lilyandeden.co,E-commerce and Retail,,1 to 5,No,much_info,95
luutclothing.com,E-commerce and Retail,,1 to 5,No,unreachable,95
mabmedia.info,Marketing and Advertising,,1 to 5,No,much_info,95
magic-payments.com,Financial Service,,5 to 20,No,much_info,95
markdebtsolutions.ca,Financial Service,,1 to 5,No,much_info,95
masonssmotors.com,E-commerce and Retail,,1 to 5,No,unreachable,60
memoragifts.co,E-commerce and Retail,,1 to 5,No,much_info,95
mmroofs.com,Professional Services,,1 to 5,No,much_info,95
mobilabs.co,Technology and Software Development,,20 to 50,No,no_info,50
motorcut.com,Technology and Software Development,,5 to 20,No,much_info,95
multies.org,Professional Services,,1 to 5,No,much_info,95
myfantasy.ai,Technology and Software Development,,1 to 5,No,little_info,50
natorganics.com,Other,Domain Parking,solo,No,no_info,95
neondex.io,Financial Service,,5 to 20,No,much_info,95
nexacoresol.com,Professional Services,,5 to 20,No,much_info,95
niyousllc.com,Professional Services,,1 to 5,No,unreachable,60
novavismedicalag.com,Healthcare,,1 to 5,No,unreachable,50
novodanltd.com,Professional Services,,1 to 5,No,much_info,95
novtrix.com,E-commerce and Retail,,1 to 5,No,much_info,95
okrasolar.com,Technology and Software Development,,50 to 100,No,much_info,95
palabre.ai,Technology and Software Development,,1 to 5,No,much_info,95
pamhq.com,Technology and Software Development,,50 to 100,No,much_info,95
parceltec.co.uk,Logistics and Transportation,,5 to 20,No,much_info,95
perennialventures.com,Financial Service,,1 to 5,No,little_info,70
pinnaclecleaning.co,Professional Services,Cleaning Services,1 to 5,No,unreachable,40
plugworkdirect.com,Real Estate and Property Management,,20 to 50,No,much_info,95
primetechvirtual.com,Professional Services,,1 to 5,No,much_info,95
principleautovw.com,E-commerce and Retail,Automotive Services,50 to 100,No,no_info,95
proultima.net,Technology and Software Development,,1 to 5,No,little_info,70
psychicdevika.in,Professional Services,,solo,No,no_info,50
ptvmagic.com,E-commerce and Retail,,solo,No,much_info,95
purevitanutrition.co,E-commerce and Retail,,1 to 5,No,much_info,95
qawish.com,Technology and Software Development,,1 to 5,No,unreachable,45
royalfammotors.com,Other,Automotive,solo,No,no_info,80
scalepeakltd.com,Professional Services,,1 to 5,No,unreachable,50
scopeuout.co.nz,E-commerce and Retail,,1 to 5,No,much_info,95
secondary-suite.com,Financial Service,,5 to 20,No,much_info,95
semoto.io,Professional Services,,5 to 20,No,much_info,95
signupsecurityarea.com,Technology and Software Development,,solo,No,unreachable,70
smrkonova.com,Technology and Software Development,,5 to 20,No,much_info,95
songrites.co.uk,Professional Services,Music Industry Services,5 to 20,No,much_info,95
ssrealtors.in,Real Estate and Property Management,,1 to 5,No,unreachable,60
starshield24.com,Professional Services,Talent Management,1 to 5,No,much_info,95
supereasy4u.com,E-commerce and Retail,,1 to 5,No,much_info,95
susans-jewelry.com,E-commerce and Retail,,solo,No,unreachable,40
tensormatics.com,Technology and Software Development,,50 to 100,No,much_info,95
thefinlancer.com,Technology and Software Development,,solo,No,no_info,95
thenueblanket.com,E-commerce and Retail,,solo,No,unreachable,40
thewordytraveler.com,E-commerce and Retail,Subscription Box / Retail,1 to 5,No,much_info,95
timesact.com,Technology and Software Development,,5 to 20,No,much_info,95
toolbestdiscount.com,E-commerce and Retail,,1 to 5,No,little_info,75
toolsmakeforlife.com,Other,E-commerce Storefront (Currently Suspended),solo,No,little_info,75
trendyhair.co,E-commerce and Retail,,solo,No,no_info,50
tryzensolution.com,Technology and Software Development,,5 to 20,No,much_info,95
uniterminal.co,Financial Service,,50 to 100,No,much_info,95
venusify.io,Technology and Software Development,,5 to 20,No,much_info,95
viralwynk.com,Marketing and Advertising,,1 to 5,No,unreachable,60
visetern.com,Technology and Software Development,,1 to 5,No,unreachable,10
vitanorr.com,E-commerce and Retail,,5 to 20,No,much_info,95
vladic.co.uk,Technology and Software Development,,solo,No,no_info,40
wanderingstarresorts.com,Real Estate and Property Management,,1 to 5,No,much_info,95
web3utilityplatform.com,Technology and Software Development,,1 to 5,No,unreachable,95
webdesignerfactory.com,Marketing and Advertising,,50 to 100,No,much_info,95
webgiantenterprises.com,Other,,1 to 5,No,unreachable,30
wifideals.shop,E-commerce and Retail,,solo,No,little_info,50
winity.life,Financial Service,,50 to 100,No,much_info,95
workabe.com,Technology and Software Development,,solo,No,no_info,95
xoombookz.com,Technology and Software Development,,1 to 5,No,unreachable,55
yourhr-dept.com,Professional Services,,1 to 5,No,much_info,95
zaytorofficial.com,Other,E-commerce,1 to 5,No,unreachable,60
zesty.bet,Technology and Software Development,,5 to 20,No,unreachable,75
zhonggenglin.com,Other,Personal Website,solo,No,unreachable,50
qbim.co.in,Technology and Software Development,,solo,No,little_info,50
welatinotravel.com,Other,Travel Agency,1 to 5,No,much_info,95
samenameproductions.com,Other,Entertainment,1 to 5,No,little_info,60
meridiaintl.com,Logistics and Transportation,,5 to 20,No,much_info,95
beesoul.co,Technology and Software Development,,100 to 200,No,much_info,95
trybeesoul.com,E-commerce and Retail,,1 to 5,No,unreachable,50
niveda.ai,Technology and Software Development,,1 to 5,No,unreachable,50
bookticketnow.com,Other,Event Services,solo,No,unreachable,50
lightburnsoftware.com,Technology and Software Development,,5 to 20,No,much_info,95
phylaxis.net,Technology and Software Development,,20 to 50,No,much_info,95
truecaller.com,Technology and Software Development,,500+,No,much_info,100
irepartners.com,Professional Services,,50 to 100,No,much_info,95
steadyrecruit.co.uk,Professional Services,,1 to 5,No,unreachable,95
unisoninvestments.com,Financial Service,,20 to 50,No,much_info,95
infognana.com,Technology and Software Development,,500+,No,much_info,95
metalgear.xyz,Financial Service,,1 to 5,No,little_info,65
hcsimmigration.com,Professional Services,,5 to 20,No,much_info,95
techcore.holdings,Technology and Software Development,,5 to 20,No,much_info,95
ydol.de,Manufacturing and Industrial,,50 to 100,No,much_info,95
therapywithtabitha.com,Healthcare,,solo,No,much_info,95
youpal.se,Technology and Software Development,,1 to 5,No,unreachable,50
zer0paper.com,Technology and Software Development,,20 to 50,No,much_info,95
talayagreen.com,Real Estate and Property Management,,solo,No,much_info,95
misyon.com,Financial Service,,100 to 200,No,much_info,95
askconsultt.com,Professional Services,,5 to 20,No,much_info,95
