domain,country,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
techmartbpo.com,Bangladesh,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
tribexmanagement.com,United States,Marketing and Advertising,5 to 20,No,95,Influencer Management,much_info,reachable,200
firstprinciples.la,Poland,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
reyes.cy,Cyprus,Technology and Software Development,solo,No,60,N/A,little_info,reachable,200
jptfoz.org,United States,Other,50 to 100,No,95,Non-profit,much_info,reachable,200
ifi.tech,India,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
andaazfashion.com,India,E-commerce and Retail,50 to 100,No,65,N/A,unreachable,unreachable,403
kloudeva.com,India,Technology and Software Development,5 to 20,No,60,N/A,little_info,reachable,200
bluebyts.com,United Arab Emirates,Technology and Software Development,solo,No,70,N/A,little_info,reachable,200
fitnessgymworkout.com,Romania,Other,solo,No,50,Fitness and Wellness,unreachable,unreachable,409
bee-logical.com,India,Professional Services,solo,No,60,N/A,little_info,reachable,200
mokobara.com,India,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
spaktec.com,India,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
vanshiv.com,,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
believant.com,India,Manufacturing and Industrial,100 to 200,No,95,N/A,much_info,reachable,200
catalystcareerinc.com,India,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
shubhamkmart.in,India,E-commerce and Retail,1 to 5,No,40,N/A,unreachable,unreachable,404
alignzassociates.com,Malaysia,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
qa-fiction.com,India,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
gallagher.com,,Manufacturing and Industrial,500+,No,95,N/A,much_info,reachable,200
realsupps.nl,Netherlands,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
scrift.io,Pakistan,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
accessconsciousness.com,United States,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
timedoctor.com,India,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
888.studio,Thailand,Technology and Software Development,1 to 5,No,40,N/A,little_info,reachable,200
oshield.io,United States,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
sinkihub.net,Israel,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,500
tenarray.com,Thailand,Technology and Software Development,solo,No,40,N/A,no_info,reachable,200
cariguard.com,6.289396739192819,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
seaman-solutions.com,Belgium,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
annulartechnologies.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
exotic-estate.com,Hungary,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
hanaset.com,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
digitalexce.co.uk,United Kingdom,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Timeout
arosmg.com,Canada,Professional Services,solo,No,70,N/A,little_info,reachable,200
genzbots.com,India,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
thelongfortgroup.com,Viet Nam,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
bigimageexpo.com,Pakistan,Professional Services,50 to 100,No,95,"Event Management, Construction, and Interior Design",much_info,reachable,200
nmg.group,United Kingdom,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
remoterecruitment.ai,United Kingdom,Professional Services,20 to 50,No,95,Recruitment and Staffing,much_info,reachable,200
shamil.dev,Canada,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
themerkury.com,Morocco,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,409
narcomancer.net,South Africa,Other,solo,No,40,Entertainment/Gaming,unreachable,unreachable,404
johnhealy.online,Ireland,Technology and Software Development,solo,No,70,N/A,no_info,reachable,200
zappyhealth.com,Australia,Healthcare,20 to 50,No,95,N/A,much_info,reachable,200
cloudcx.ai,United Kingdom,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
digitruckdispatchers.com,India,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
erand.co,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
velvic.se,Sweden,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
thegeconsultancy.com,India,Professional Services,1 to 5,No,70,N/A,no_info,reachable,200
aenead.net,United States,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
decadentdesignuk.com,United Kingdom,E-commerce and Retail,1 to 5,No,75,N/A,little_info,reachable,200
pierdepesoahora.com,United States,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
dresstobe.co.site,United States,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
ubitechsolutions.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
ssr.com,United States,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
ophid.co.zw,Zimbabwe,Professional Services,5 to 20,No,65,N/A,little_info,reachable,200
iltk.it,Italy,Technology and Software Development,5 to 20,No,60,N/A,unreachable,unreachable,Timeout
dralias.com,Finland,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
smithandarrow.com,Australia,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
scnordic.com,India,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
grandiosa-design.com,Croatia,Professional Services,5 to 20,No,95,Interior Design,much_info,reachable,200
proteomics.com.au,India,Healthcare,50 to 100,No,95,N/A,much_info,reachable,200
spidies.website,India,Technology and Software Development,solo,No,95,N/A,unreachable,unreachable,Timeout
diyoyami.store,United States,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
pinnaclecode.tech,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
inlogic.in,India,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
tzevapainting.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
africalegalnetwork.com,Kenya,Professional Services,5 to 20,No,70,Legal Services,unreachable,unreachable,404
cloudhire.ai,United States,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
halfur.com,United States,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
petabashop.com,Viet Nam,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
aysose.com,Australia,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
finsec.be,Indonesia,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
outlook.ie,Ireland,Technology and Software Development,500+,Yes,95,N/A,much_info,reachable,200
gemmagics.com,Portugal,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
elysianretreat.com.au,Australia,Other,5 to 20,No,95,Hospitality/Tourism,much_info,reachable,200
bravoluxuryretreats.com,Chile,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
poshtransport.com,United States,Logistics and Transportation,50 to 100,No,70,N/A,unreachable,unreachable,403
90kcapital.com,Bulgaria,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
thefluent.org,United States,Education and e-learning,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
healthinternationalhub.com,United Kingdom,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
merriganmedia.com,Brazil,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
thesaasjedi.com,United Kingdom,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
globalwritershub.com,United Kingdom,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
dotekimedia.com,United States,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
hupropertygroup.com.au,Australia,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
kentflatpack.co.uk,United Kingdom,E-commerce and Retail,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
nsbfl.us,United States,Professional Services,20 to 50,No,60,N/A,little_info,reachable,200
telexpress.com,Taiwan,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
corporateresurgence.com,United States,Professional Services,1 to 5,No,95,Non-profit / Ministry,much_info,reachable,200
hireforcerecruitment.agency,United Kingdom,Professional Services,5 to 20,No,95,Recruitment and Staffing,much_info,reachable,200
angelo.be,Belgium,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
stringnikolic.com,Indonesia,Professional Services,solo,No,95,N/A,much_info,reachable,200
manu.llc,United Kingdom,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
memoryblock.com.au,Australia,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
virseduexperts.com,India,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
targetgrid.ai,India,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
synovaconsultants.com,India,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
leanitcorp.com,India,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
gehilaw.com,United States,Professional Services,50 to 100,No,95,Legal Services,much_info,reachable,200
thackray.net,United States,Professional Services,solo,No,50,N/A,unreachable,unreachable,404
noscrubs.io,United States,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
webenetic.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
cloudhiresolutions.com,United States,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
caresoftglobal.com,United Kingdom,Professional Services,200 to 500,No,95,N/A,much_info,reachable,200
techwizemedia.com,China,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
rynglobal.com,India,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
wiingy.com,India,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
aavnee.com,India,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
actasolutions.net,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
action-refund.net,Cyprus,Financial Service,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
advancednodefx.net,United Kingdom,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
advancetradingrobots.com,India,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
alphasecuritybureau.com,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
americanauto4u.com,United States,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
anzhap.com,6.289396739192819,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
aussiesneakers.shop,United Kingdom,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
autocoylenissan.com,United States,E-commerce and Retail,20 to 50,No,80,Automotive Dealership,unreachable,unreachable,403
bybitcoin.live,United States,Financial Service,solo,No,10,N/A,unreachable,reachable,200
callconfident.com,United States,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
carsdrivetime.com,Romania,Other,solo,No,95,Automotive Services,unreachable,reachable,200
cheapairticketsdeals.com,India,Logistics and Transportation,5 to 20,No,95,Travel Agency,much_info,reachable,200
chronnix.com,United Kingdom,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
cloud2voice.com,,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
coinstrategy.io,Canada,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
covena.ai,United States,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
creativecopy.store,United Kingdom,Marketing and Advertising,solo,No,75,N/A,little_info,reachable,200
dabikmart.com,Nigeria,E-commerce and Retail,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
davewhitecredit.com,United States,Financial Service,solo,No,60,N/A,no_info,reachable,200
designswebapp.com,,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
dreaver.nl,Netherlands,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
earlywilde.com,South Africa,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
elsecureos.com,United Kingdom,Technology and Software Development,solo,No,20,N/A,no_info,reachable,200
enoylity.com,India,Technology and Software Development,solo,No,0,N/A,unreachable,unreachable,Connection Error
equipelite.co.uk,United Kingdom,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,403
esimiz.com,Morocco,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,402
flamecrafter.com,United States,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
flourea.com,"Korea, Republic Of",E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
forest-wood.co.uk,United Kingdom,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
futurvermogensgesellschaftmbh.com,Germany,Financial Service,5 to 20,No,60,N/A,unreachable,unreachable,Connection Error
fxzenith.com,Hungary,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
germantechnologysystemgmbh.com,France,Technology and Software Development,1 to 5,No,60,N/A,no_info,reachable,200
golddepotx.com,"Korea, Republic Of",Other,solo,No,60,N/A,little_info,reachable,200
gonirvaan.com,India,Healthcare,solo,No,95,N/A,much_info,reachable,200
goodcup.ph,Philippines,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
hanz.in,India,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
happypetcart.com,India,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
heavenlivings.com,United States,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
hiteckeducation.com,United Kingdom,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
hummingbird.aero,Jamaica,Technology and Software Development,5 to 20,No,70,N/A,unreachable,unreachable,503
imagilabs.com,Sweden,Education and e-learning,20 to 50,No,95,N/A,much_info,reachable,200
injectify.ca,Canada,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
jalanx.com,Indonesia,Other,solo,No,95,N/A,unreachable,unreachable,Connection Error
knuffelpootjes.nl,Netherlands,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
kushtechpowersolutions.com,Philippines,Manufacturing and Industrial,1 to 5,No,95,N/A,much_info,reachable,200
l-intach.com,Israel,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,409
landprofitgenerator.com,United Kingdom,Real Estate and Property Management,20 to 50,No,95,N/A,much_info,reachable,200
laso.finance,United States,Financial Service,1 to 5,No,70,N/A,little_info,reachable,200
ldggimmobiliengmbh.com,France,Real Estate and Property Management,1 to 5,No,50,N/A,no_info,reachable,200
lightgreenauto.com,United States,Other,solo,No,40,Automotive,unreachable,unreachable,403
lilyandeden.co,Lebanon,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
luutclothing.com,United Kingdom,E-commerce and Retail,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
mabmedia.info,United Kingdom,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
magic-payments.com,United Kingdom,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
markdebtsolutions.ca,India,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
masonssmotors.com,United States,E-commerce and Retail,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
memoragifts.co,Philippines,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
mmroofs.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
mobilabs.co,Colombia,Technology and Software Development,20 to 50,No,50,N/A,no_info,reachable,200
motorcut.com,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
multies.org,Reunion,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
myfantasy.ai,United States,Technology and Software Development,1 to 5,No,50,N/A,little_info,reachable,200
natorganics.com,United States,Other,solo,No,95,Domain Parking,no_info,reachable,200
neondex.io,United States,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
nexacoresol.com,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
niyousllc.com,United States,Professional Services,1 to 5,No,60,N/A,unreachable,unreachable,403
novavismedicalag.com,Spain,Healthcare,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
novodanltd.com,United Kingdom,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
novtrix.com,Pakistan,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
okrasolar.com,Nigeria,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
palabre.ai,Cameroon,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
pamhq.com,United States,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
parceltec.co.uk,United Kingdom,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
perennialventures.com,Singapore,Financial Service,1 to 5,No,70,N/A,little_info,reachable,200
pinnaclecleaning.co,United States,Professional Services,1 to 5,No,40,Cleaning Services,unreachable,unreachable,Connection Error
plugworkdirect.com,Philippines,Real Estate and Property Management,20 to 50,No,95,N/A,much_info,reachable,200
primetechvirtual.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
principleautovw.com,United States,E-commerce and Retail,50 to 100,No,95,Automotive Dealership,no_info,reachable,200
proultima.net,India,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
psychicdevika.in,India,Professional Services,solo,No,50,N/A,no_info,reachable,200
ptvmagic.com,Morocco,E-commerce and Retail,solo,No,95,N/A,much_info,reachable,200
purevitanutrition.co,Brazil,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
qawish.com,Pakistan,Technology and Software Development,1 to 5,No,45,N/A,unreachable,unreachable,404
royalfammotors.com,United States,Other,solo,No,80,Automotive,no_info,reachable,200
scalepeakltd.com,China,Professional Services,1 to 5,No,50,N/A,unreachable,reachable,200
scopeuout.co.nz,New Zealand,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
secondary-suite.com,Israel,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
semoto.io,United Kingdom,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
signupsecurityarea.com,Canada,Technology and Software Development,solo,No,70,N/A,unreachable,unreachable,404
smrkonova.com,India,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
songrites.co.uk,Ghana,Professional Services,5 to 20,No,95,Music Industry Services,much_info,reachable,200
ssrealtors.in,,Real Estate and Property Management,1 to 5,No,60,N/A,unreachable,unreachable,403
starshield24.com,Greece,Professional Services,1 to 5,No,95,Reputation Management,much_info,reachable,200
supereasy4u.com,Canada,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
susans-jewelry.com,Germany,E-commerce and Retail,solo,No,40,N/A,unreachable,unreachable,404
tensormatics.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
thefinlancer.com,India,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
thenueblanket.com,Egypt,E-commerce and Retail,solo,No,40,N/A,unreachable,unreachable,Connection Error
thewordytraveler.com,United States,E-commerce and Retail,1 to 5,No,95,Subscription Box / Retail,much_info,reachable,200
timesact.com,Philippines,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
toolbestdiscount.com,Hong Kong,E-commerce and Retail,1 to 5,No,75,N/A,little_info,reachable,200
toolsmakeforlife.com,United States,Other,solo,No,75,E-commerce Storefront (Currently Suspended),little_info,reachable,200
trendyhair.co,Viet Nam,E-commerce and Retail,solo,No,50,N/A,no_info,reachable,200
tryzensolution.com,India,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
uniterminal.co,India,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
venusify.io,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
viralwynk.com,India,Marketing and Advertising,1 to 5,No,60,N/A,unreachable,unreachable,403
visetern.com,Israel,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,404
vitanorr.com,Belgium,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
vladic.co.uk,United Kingdom,Technology and Software Development,solo,No,40,N/A,no_info,reachable,200
wanderingstarresorts.com,United States,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
web3utilityplatform.com,Lithuania,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
webdesignerfactory.com,United States,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
webgiantenterprises.com,Nigeria,Other,1 to 5,No,30,N/A,unreachable,unreachable,403
wifideals.shop,Canada,E-commerce and Retail,solo,No,50,N/A,little_info,reachable,200
winity.life,,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
workabe.com,Qatar,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
xoombookz.com,United States,Technology and Software Development,1 to 5,No,55,N/A,unreachable,unreachable,Timeout
yourhr-dept.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
zaytorofficial.com,Pakistan,Other,1 to 5,No,60,E-commerce,unreachable,unreachable,Connection Error
zesty.bet,Australia,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,403
zhonggenglin.com,Australia,Other,solo,No,50,Personal Website/Portfolio,unreachable,unreachable,409
qbim.co.in,India,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
welatinotravel.com,India,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
samenameproductions.com,United States,Other,1 to 5,No,60,Entertainment Production,little_info,reachable,200
meridiaintl.com,India,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
beesoul.co,Nepal,Technology and Software Development,100 to 200,No,95,N/A,much_info,reachable,200
trybeesoul.com,Nepal,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
niveda.ai,India,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
bookticketnow.com,India,Other,solo,No,50,Ticketing / Event Services,unreachable,reachable,200
lightburnsoftware.com,Switzerland,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
phylaxis.net,"Korea, Republic Of",Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
truecaller.com,Singapore,Technology and Software Development,500+,No,100,N/A,much_info,reachable,200
irepartners.com,United Arab Emirates,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
steadyrecruit.co.uk,United Kingdom,Professional Services,1 to 5,No,95,N/A,unreachable,unreachable,Timeout
unisoninvestments.com,United Kingdom,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
infognana.com,United States,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
metalgear.xyz,France,Financial Service,1 to 5,No,65,N/A,little_info,reachable,200
hcsimmigration.com,,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
techcore.holdings,Netherlands,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
ydol.de,France,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
therapywithtabitha.com,United Kingdom,Healthcare,solo,No,95,N/A,much_info,reachable,200
youpal.se,India,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Timeout
zer0paper.com,United States,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
talayagreen.com,United States,Real Estate and Property Management,solo,No,95,N/A,much_info,reachable,200
misyon.com,Turkey,Financial Service,100 to 200,No,95,N/A,much_info,reachable,200
askconsultt.com,Lebanon,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
si-ware.com,Egypt,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
kaiizen.ai,Viet Nam,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
student.tafesa.edu.au,Australia,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
herbert-financial.com,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
universe-me.com,Libya,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
padelpremier.com,United States,Other,5 to 20,No,95,Sports and Recreation Facility,much_info,reachable,200
bci.net.au,Australia,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
wedevs.com,Turkey,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
housing.wa.gov.au,Australia,Real Estate and Property Management,200 to 500,No,95,N/A,much_info,reachable,200
bnsf.com,United States,Logistics and Transportation,500+,No,95,N/A,much_info,reachable,200
taylorwillingham.com,United States,Professional Services,5 to 20,No,95,Legal Services,much_info,reachable,200
solarnyx.com,United States,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
redforttech.com,United States,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
cantab.ac.uk,United Kingdom,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
mycod.us,United States,Technology and Software Development,solo,No,0,N/A,unreachable,unreachable,400
stonecreekems.com,United States,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
bfamedia.co,Nigeria,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
devstats.com,Brazil,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
dreampix.ai,"Macedonia, The Former Yugoslav Republic Of",Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
gbaplus.ca,Canada,Professional Services,5 to 20,No,95,Non-profit,much_info,reachable,200
humble.software,Indonesia,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
indivmedia.com,India,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
internationalhustlers.co.uk,United Kingdom,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
landsale.co.uk,Australia,Real Estate and Property Management,1 to 5,No,75,N/A,little_info,reachable,200
opiniumdigital.com,United States,Professional Services,50 to 100,No,95,N/A,unreachable,unreachable,Connection Error
opti-core.co,Egypt,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
outcomesrocket.com,Colombia,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
payafterservices.com,India,Financial Service,500+,No,95,N/A,unreachable,unreachable,504
propulseo-site.com,France,Marketing and Advertising,1 to 5,No,75,N/A,little_info,reachable,200
rarerelationships.uk,United Kingdom,Professional Services,1 to 5,No,95,Relationship Coaching / Matchmaking,much_info,reachable,200
solvlabs.io,India,Technology and Software Development,20 to 50,No,40,N/A,unreachable,unreachable,404
thecodingbuzz.com,Pakistan,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
zoi.reisen,Switzerland,Other,5 to 20,No,95,Travel Agency,much_info,reachable,200
cybervantage.ai,United Arab Emirates,Technology and Software Development,20 to 50,No,75,N/A,little_info,reachable,200
ki.uk,United Kingdom,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
mobitopia.limited,United Arab Emirates,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
mocx.co,Nigeria,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
ovidius.ai,Poland,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
paynera.net,United Kingdom,Other,solo,No,100,N/A,no_info,reachable,200
uralmedical.com,Lithuania,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
regulusprime.com,United Arab Emirates,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Timeout
sanity-gmbh.de,Germany,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
commercecloudsoft.com,United Kingdom,Technology and Software Development,solo,No,60,N/A,no_info,reachable,200
klicksmarketing.com,Sweden,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
pinchbox.co,United States,E-commerce and Retail,5 to 20,No,55,N/A,little_info,reachable,200
vivecamedia.com,United States,Marketing and Advertising,1 to 5,No,75,N/A,little_info,reachable,200
